town,county,acs_population,future_livability_score,investor_opportunity_score,essential_needs_score,median_household_income,pct_below_poverty,pct_zero_vehicle_households,pct_65_plus,pct_with_disability,future_lane,missing_needs
Bingham,Somerset,660,41.08,41.1,65.1,42708.0,16.09,9.38,38.33,19.06,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Northfield,Washington,263,41.05,35.41,69.48,68333.0,20.53,11.11,39.16,14.83,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; regional shared services and connectivity to larger service hubs"
Carroll,Penobscot,134,41.01,32.09,61.5,24643.0,18.66,0.0,32.84,20.9,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Waterville,Kennebec,17077,40.94,56.55,70.18,53580.0,20.61,17.18,18.33,18.64,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; dense mixed-use housing and frequent local mobility options"
Norway,Oxford,5228,40.77,54.75,68.5,54342.0,20.94,7.72,27.1,25.02,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Great Pond,Hancock,42,40.66,34.21,57.86,22292.0,14.29,0.0,59.52,11.9,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Hamlin,Aroostook,111,40.51,34.65,66.41,50938.0,17.12,3.77,40.54,29.73,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Phillips,Franklin,1094,40.51,38.4,67.6,45385.0,17.66,12.28,21.3,27.7,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Rangeley,Franklin,81,40.01,32.87,55.0,0.0,0.0,0.0,100.0,50.62,"senior services, healthcare access, downsizing housing, and home-care businesses","age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Monticello,Aroostook,674,39.96,39.99,68.07,51875.0,19.43,4.53,28.19,34.27,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Wesley,Washington,320,39.87,31.64,68.66,63125.0,34.69,2.24,16.56,30.0,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Addison,Washington,1045,39.7,39.4,68.23,50524.0,22.12,3.16,24.4,31.1,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
North Oxford UT,Oxford,36,39.67,29.35,59.45,0.0,16.67,0.0,22.22,27.78,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Wellington,Piscataquis,161,39.43,34.37,66.56,44519.0,17.09,4.3,39.75,29.81,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
St. Albans,Somerset,1831,39.39,48.07,71.61,65600.0,23.25,8.95,26.05,25.93,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination"
Waite,Washington,108,39.31,33.11,70.47,53750.0,14.81,19.61,27.78,27.78,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Millinocket,Penobscot,4115,38.92,49.83,69.42,51007.0,17.13,9.59,36.16,31.01,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Athens,Somerset,791,38.77,39.59,69.61,50750.0,23.28,7.96,24.4,22.24,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Sherman,Aroostook,947,38.19,39.17,70.67,49444.0,37.49,13.55,21.22,10.98,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Detroit,Somerset,650,38.06,38.42,69.77,51111.0,23.08,5.44,18.46,32.46,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Livermore Falls,Androscoggin,3102,37.91,45.5,69.35,45843.0,28.96,7.67,18.21,20.36,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
St. Francis,Aroostook,400,37.85,33.91,66.33,32188.0,18.75,6.14,38.75,20.5,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
The Forks,Somerset,92,37.84,36.03,71.76,65865.0,23.91,5.66,41.3,20.65,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
West Paris,Oxford,1808,37.67,47.61,72.05,56324.0,24.09,10.98,25.22,21.08,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Caswell,Aroostook,243,37.54,30.72,67.65,43173.0,31.69,9.01,15.23,13.99,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Baring,Washington,166,37.27,30.76,61.44,0.0,22.89,0.0,28.31,9.64,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
East Millinocket,Penobscot,1495,36.97,39.77,70.23,42011.0,21.67,9.95,25.82,24.75,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Eastport,Washington,1263,36.93,42.88,70.22,45573.0,15.24,13.42,42.36,28.17,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Prentiss UT,Penobscot,210,36.77,34.76,73.45,65352.0,26.19,5.83,31.9,28.57,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Ashland,Aroostook,1080,36.57,41.19,70.49,46838.0,23.61,4.62,32.22,25.56,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Burlington,Penobscot,328,36.57,32.8,71.78,48750.0,19.33,9.52,24.7,39.33,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Howland,Penobscot,1367,36.48,39.75,71.81,49297.0,25.21,6.47,22.82,27.87,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Dexter,Penobscot,3822,36.43,46.91,73.25,51845.0,23.08,12.58,19.73,28.92,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Dennysville,Washington,218,35.27,33.56,70.72,39250.0,30.28,7.08,31.19,17.43,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Rumford,Oxford,5942,35.2,55.09,72.26,38403.0,22.61,13.64,27.18,20.1,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Machias,Washington,2020,35.03,45.56,71.44,34375.0,25.6,11.0,20.2,19.33,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Northwest Aroostook UT,Aroostook,5,35.0,25.42,55.0,0.0,100.0,0.0,0.0,0.0,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Kingman UT,Penobscot,138,34.97,33.9,70.96,38750.0,31.16,8.97,33.33,13.04,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Northeast Piscataquis UT,Piscataquis,1002,34.82,45.15,71.79,57440.0,21.96,2.91,54.09,26.95,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Winn,Penobscot,287,34.78,33.28,70.76,36333.0,21.95,5.56,30.31,31.36,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Mount Chase,Penobscot,280,34.72,33.42,71.93,41711.0,30.71,7.5,28.93,22.14,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Grand Isle,Aroostook,407,34.4,33.8,71.18,35417.0,20.88,9.42,33.42,26.54,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Patten,Penobscot,1154,34.06,43.06,73.73,51484.0,23.23,6.32,38.47,30.05,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
North Washington UT,Washington,620,32.79,42.49,73.56,44821.0,25.48,2.22,37.26,32.58,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Highland,Somerset,154,32.17,36.6,70.06,42745.0,28.57,0.0,66.23,16.88,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Frenchboro,Hancock,30,31.5,36.52,73.46,42250.0,6.67,26.32,63.33,36.67,"senior services, healthcare access, downsizing housing, and home-care businesses","reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Mattawamkeag,Penobscot,698,30.09,39.95,78.76,45000.0,33.24,15.15,20.06,35.53,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Hammond,Aroostook,65,29.52,27.82,65.71,0.0,17.74,12.0,7.69,30.77,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Cherryfield,Washington,809,29.33,41.86,77.14,37115.0,26.33,12.26,32.39,27.69,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Van Buren,Aroostook,1858,29.29,50.24,77.8,40170.0,23.04,13.33,35.25,32.37,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development"
Eustis,Franklin,453,29.11,35.22,76.12,32118.0,22.96,12.37,38.63,26.71,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Hersey,Aroostook,47,28.41,34.5,77.46,31250.0,21.28,17.39,34.04,29.79,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Allagash,Aroostook,224,27.26,37.01,77.43,32500.0,25.45,12.68,48.66,16.96,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Passamaquoddy Pleasant Point Reservation,Washington,552,26.73,37.96,77.66,34000.0,35.51,21.62,12.86,23.73,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Webster,Penobscot,85,26.31,29.78,71.64,0.0,31.76,8.33,14.12,29.41,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Kingsbury,Piscataquis,17,24.6,37.34,77.35,38036.0,41.18,0.0,82.35,41.18,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Moro,Aroostook,10,24.26,38.7,84.0,61250.0,20.0,25.0,90.0,30.0,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; regional shared services and connectivity to larger service hubs"
Orient,Aroostook,137,24.17,35.26,74.35,0.0,35.77,1.59,45.99,30.66,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Passamaquoddy Indian Township Reservation,Washington,759,23.45,38.82,81.32,28603.0,38.57,21.36,15.15,34.91,"affordable housing, mobility services, clinics, and workforce support","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Crawford,Washington,97,22.84,37.63,81.02,31875.0,27.84,3.51,50.52,46.39,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Macwahoc,Aroostook,79,22.41,37.48,80.0,31087.0,31.65,0.0,54.43,55.7,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
Bancroft UT,Aroostook,78,19.45,37.39,81.16,22656.0,53.85,10.91,94.87,32.05,"senior services, healthcare access, downsizing housing, and home-care businesses","affordable housing, workforce stability, and anti-displacement support; reliable non-car transportation, local services, and car-light housing; age-friendly housing, home care, clinics, and senior transportation; accessible housing, ADA routes, paratransit, and healthcare coordination; higher-wage job access and local workforce development; regional shared services and connectivity to larger service hubs"
